id,author/disease,gene,article_count
3312,Li S/Autistic disorder,caspase 1,3
3313,Li E/Autistic disorder,caspase 1,2
3314,Li L/Autistic disorder,caspase 1,3
3315,Hegde R/Autistic disorder,neuroligin 3,1
3316,Hegde S/Autistic disorder,neuroligin 3,1
3317,Kulkarni SS/Autistic disorder,neuroligin 3,1
3318,Pandurangi A/Autistic disorder,neuroligin 3,1
3319,Gai PB/Autistic disorder,neuroligin 3,1
3320,Das KK/Autistic disorder,neuroligin 3,1
3321,Dewulf JP/Autistic disorder,adenylosuccinate lyase,1
3322,Marie S/Autistic disorder,adenylosuccinate lyase,1
3323,Nassogne MC/Autistic disorder,adenylosuccinate lyase,1
3324,Nalbant K/Autistic disorder,occludin,1
3325,Erden S/Autistic disorder,occludin,1
3326,Yazar A/Autistic disorder,occludin,1
3327,Kilinc I/Autistic disorder,occludin,1
3328,AU não encontrado/Autistic disorder,renin,1
3329,Zhou B/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,2
3330,Zhang C/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,1
3331,Zheng L/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,1
3332,Wang Z/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,2
3333,Chen X/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,1
3334,Feng X/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,1
3335,Zhang Q/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,3
3336,Hao S/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,1
3337,Wei L/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,1
3338,Gu W/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,2
3339,Hui L/Autistic disorder,glutamate ionotropic receptor AMPA type subunit 2,1
3340,Contractor A/Autistic disorder,parvalbumin,1
3341,Ethell IM/Autistic disorder,parvalbumin,1
3342,Portera-Cailliau C/Autistic disorder,parvalbumin,1
3343,Kang J/Autistic disorder,caspase 3,1
3344,Bishayee K/Autistic disorder,caspase 3,1
3345,Huh SO/Autistic disorder,caspase 3,1
3346,Rein B/Autistic disorder,histone deacetylase 5,1
3347,Conrow-Graham M/Autistic disorder,histone deacetylase 5,1
3348,Frazier A/Autistic disorder,histone deacetylase 5,1
3349,Cao Q/Autistic disorder,histone deacetylase 5,1
3350,Yan Z/Autistic disorder,histone deacetylase 5,1
3351,Aslan C/Autistic disorder,leucine rich glioma inactivated 1,1
3352,Konuskan B/Autistic disorder,leucine rich glioma inactivated 1,1
3353,Sener B/Autistic disorder,leucine rich glioma inactivated 1,1
3354,Unal F/Autistic disorder,leucine rich glioma inactivated 1,1
3355,Bellato A/Autistic disorder,Gilles de la Tourette syndrome,1
3356,Norman L/Autistic disorder,Gilles de la Tourette syndrome,1
3357,Idrees I/Autistic disorder,Gilles de la Tourette syndrome,1
3358,Ogawa CY/Autistic disorder,Gilles de la Tourette syndrome,1
3359,Waitt A/Autistic disorder,Gilles de la Tourette syndrome,1
3360,Zuccolo PF/Autistic disorder,Gilles de la Tourette syndrome,1
3361,Tye C/Autistic disorder,Gilles de la Tourette syndrome,1
3362,Radua J/Autistic disorder,Gilles de la Tourette syndrome,1
3363,Groom MJ/Autistic disorder,Gilles de la Tourette syndrome,1
3364,Shephard E/Autistic disorder,Gilles de la Tourette syndrome,1
3365,Lin X/Autistic disorder,neuroplastin,1
3366,Liang Y/Autistic disorder,neuroplastin,1
3367,Herrera-Molina R/Autistic disorder,neuroplastin,1
3368,Montag D/Autistic disorder,neuroplastin,1
3369,Eisenberg C/Autistic disorder,neuropilin 2,4
3370,Subramanian D/Autistic disorder,neuropilin 2,4
3371,Afrasiabi M/Autistic disorder,neuropilin 2,4
3372,Ziobro P/Autistic disorder,neuropilin 2,4
3373,DeLucia J/Autistic disorder,neuropilin 2,4
3374,Hirschberg PR/Autistic disorder,neuropilin 2,4
3375,Shiflett MW/Autistic disorder,neuropilin 2,4
3376,Santhakumar V/Autistic disorder,neuropilin 2,4
3377,Tran TS/Autistic disorder,neuropilin 2,4
3378,Eisenberg C/Autistic disorder,parvalbumin,4
3379,Subramanian D/Autistic disorder,parvalbumin,4
3380,Afrasiabi M/Autistic disorder,parvalbumin,4
3381,Ziobro P/Autistic disorder,parvalbumin,4
3382,DeLucia J/Autistic disorder,parvalbumin,4
3383,Hirschberg PR/Autistic disorder,parvalbumin,4
3384,Shiflett MW/Autistic disorder,parvalbumin,4
3385,Santhakumar V/Autistic disorder,parvalbumin,4
3386,Tran TS/Autistic disorder,parvalbumin,4
3387,Eisenberg C/Autistic disorder,somatostatin,4
3388,Subramanian D/Autistic disorder,somatostatin,4
3389,Afrasiabi M/Autistic disorder,somatostatin,4
3390,Ziobro P/Autistic disorder,somatostatin,4
3391,DeLucia J/Autistic disorder,somatostatin,4
3392,Hirschberg PR/Autistic disorder,somatostatin,4
3393,Shiflett MW/Autistic disorder,somatostatin,4
3394,Santhakumar V/Autistic disorder,somatostatin,4
3395,Tran TS/Autistic disorder,somatostatin,4
3396,Eisenberg C/Autistic disorder,neuropeptide Y,4
3397,Subramanian D/Autistic disorder,neuropeptide Y,4
3398,Afrasiabi M/Autistic disorder,neuropeptide Y,4
3399,Ziobro P/Autistic disorder,neuropeptide Y,4
3400,DeLucia J/Autistic disorder,neuropeptide Y,4
3401,Hirschberg PR/Autistic disorder,neuropeptide Y,4
3402,Shiflett MW/Autistic disorder,neuropeptide Y,4
3403,Santhakumar V/Autistic disorder,neuropeptide Y,4
3404,Tran TS/Autistic disorder,neuropeptide Y,4
3405,Nishi E/Autistic disorder,CREB binding protein,1
3406,Takenouchi T/Autistic disorder,CREB binding protein,1
3407,Miya F/Autistic disorder,CREB binding protein,1
3408,Uehara T/Autistic disorder,CREB binding protein,1
3409,Yanagi K/Autistic disorder,CREB binding protein,1
3410,Hasegawa Y/Autistic disorder,CREB binding protein,1
3411,Ueda K/Autistic disorder,CREB binding protein,1
3412,Mizuno S/Autistic disorder,CREB binding protein,1
3413,Kaname T/Autistic disorder,CREB binding protein,1
3414,Kosaki K/Autistic disorder,CREB binding protein,1
3415,Okamoto N/Autistic disorder,CREB binding protein,1
3416,Huang L/Autistic disorder,parvalbumin,1
3417,Wang J/Autistic disorder,parvalbumin,3
3418,Liang G/Autistic disorder,parvalbumin,1
3419,Gao Y/Autistic disorder,parvalbumin,4
3420,Jin SY/Autistic disorder,parvalbumin,1
3421,Hu J/Autistic disorder,parvalbumin,1
3422,Yang X/Autistic disorder,parvalbumin,2
3423,Lao J/Autistic disorder,parvalbumin,1
3424,Chen J/Autistic disorder,parvalbumin,5
3425,Luo ZC/Autistic disorder,parvalbumin,1
3426,Fan C/Autistic disorder,parvalbumin,1
3427,Xiong L/Autistic disorder,parvalbumin,1
3428,Zhu X/Autistic disorder,parvalbumin,1
3429,Gao TM/Autistic disorder,parvalbumin,1
3430,Zhong M/Autistic disorder,parvalbumin,1
3431,Schiavoni S/Autistic disorder,neurobeachin,1
3432,Spagnoli C/Autistic disorder,neurobeachin,1
3433,Rizzi S/Autistic disorder,neurobeachin,1
3434,Salerno GG/Autistic disorder,neurobeachin,1
3435,Frattini D/Autistic disorder,neurobeachin,1
3436,Pisani F/Autistic disorder,neurobeachin,1
3437,Fusco C/Autistic disorder,neurobeachin,1
3438,Aljumaiah MM/Autistic disorder,insulin,1
3439,Alonazi MA/Autistic disorder,insulin,1
3440,Al-Dbass AM/Autistic disorder,insulin,1
3441,Almnaizel AT/Autistic disorder,insulin,1
3442,Alahmed M/Autistic disorder,insulin,1
3443,Soliman DA/Autistic disorder,insulin,1
3444,El-Ansary A/Autistic disorder,insulin,4
3445,Imataka G/Autistic disorder,transferrin,2
3446,Yui K/Autistic disorder,transferrin,2
3447,Shiko Y/Autistic disorder,transferrin,2
3448,Kawasaki Y/Autistic disorder,transferrin,2
3449,Sasaki H/Autistic disorder,transferrin,2
3450,Shiroki R/Autistic disorder,transferrin,2
3451,Yoshihara S/Autistic disorder,transferrin,2
3452,Imataka G/Autistic disorder,ceruloplasmin,2
3453,Yui K/Autistic disorder,ceruloplasmin,2
3454,Shiko Y/Autistic disorder,ceruloplasmin,2
3455,Kawasaki Y/Autistic disorder,ceruloplasmin,2
3456,Sasaki H/Autistic disorder,ceruloplasmin,2
3457,Shiroki R/Autistic disorder,ceruloplasmin,2
3458,Yoshihara S/Autistic disorder,ceruloplasmin,2
3459,Shilpa O/Autistic disorder,catalase,1
3460,Anupama KP/Autistic disorder,catalase,1
3461,Antony A/Autistic disorder,catalase,1
3462,Gurushankara HP/Autistic disorder,catalase,1
3463,Al-Ayadhi L/Autistic disorder,lysozyme,2
3464,Zayed N/Autistic disorder,lysozyme,1
3465,Bhat RS/Autistic disorder,lysozyme,1
3466,Moubayed NMS/Autistic disorder,lysozyme,1
3467,Al-Muammar MN/Autistic disorder,lysozyme,1
3468,El-Ansary A/Autistic disorder,lysozyme,4
3469,Tierney E/Autistic disorder,apolipoprotein A1,2
3470,Remaley AT/Autistic disorder,apolipoprotein A1,2
3471,Thurm A/Autistic disorder,apolipoprotein A1,2
3472,Jager LR/Autistic disorder,apolipoprotein A1,2
3473,Wassif CA/Autistic disorder,apolipoprotein A1,2
3474,Kratz LE/Autistic disorder,apolipoprotein A1,2
3475,Bailey-Wilson JE/Autistic disorder,apolipoprotein A1,2
3476,Bukelis I/Autistic disorder,apolipoprotein A1,2
3477,Sarphare G/Autistic disorder,apolipoprotein A1,2
3478,Jung ES/Autistic disorder,apolipoprotein A1,2
3479,Brand B/Autistic disorder,apolipoprotein A1,2
3480,Noah KK/Autistic disorder,apolipoprotein A1,2
3481,Porter FD/Autistic disorder,apolipoprotein A1,2
3482,Tierney E/Autistic disorder,apolipoprotein B,2
3483,Remaley AT/Autistic disorder,apolipoprotein B,2
3484,Thurm A/Autistic disorder,apolipoprotein B,2
3485,Jager LR/Autistic disorder,apolipoprotein B,2
3486,Wassif CA/Autistic disorder,apolipoprotein B,2
3487,Kratz LE/Autistic disorder,apolipoprotein B,2
3488,Bailey-Wilson JE/Autistic disorder,apolipoprotein B,2
3489,Bukelis I/Autistic disorder,apolipoprotein B,2
3490,Sarphare G/Autistic disorder,apolipoprotein B,2
3491,Jung ES/Autistic disorder,apolipoprotein B,2
3492,Brand B/Autistic disorder,apolipoprotein B,2
3493,Noah KK/Autistic disorder,apolipoprotein B,2
3494,Porter FD/Autistic disorder,apolipoprotein B,2
3495,Dyar B/Autistic disorder,insulin,1
3496,Meaddough E/Autistic disorder,insulin,1
3497,Sarasua SM/Autistic disorder,insulin,1
3498,Rogers C/Autistic disorder,insulin,1
3499,Phelan K/Autistic disorder,insulin,1
3500,Boccuto L/Autistic disorder,insulin,1
3501,Meng W/Autistic disorder,agrin,1
3502,Huan Y/Autistic disorder,agrin,1
3503,Gao Y/Autistic disorder,agrin,4
3504,Jayaprakash P/Autistic disorder,catalase,3
3505,Isaev D/Autistic disorder,catalase,1
3506,Shabbir W/Autistic disorder,catalase,1
3507,Lorke DE/Autistic disorder,catalase,1
3508,Sadek B/Autistic disorder,catalase,3
3509,Oz M/Autistic disorder,catalase,1
3510,Bertoni A/Autistic disorder,oxytocin receptor,2
3511,Schaller F/Autistic disorder,oxytocin receptor,2
3512,Tyzio R/Autistic disorder,oxytocin receptor,2
3513,Gaillard S/Autistic disorder,oxytocin receptor,2
3514,Santini F/Autistic disorder,oxytocin receptor,2
3515,Xolin M/Autistic disorder,oxytocin receptor,2
3516,Diabira D/Autistic disorder,oxytocin receptor,2
3517,Vaidyanathan R/Autistic disorder,oxytocin receptor,2
3518,Matarazzo V/Autistic disorder,oxytocin receptor,2
3519,Medina I/Autistic disorder,oxytocin receptor,2
3520,Hammock E/Autistic disorder,oxytocin receptor,2
3521,Zhang J/Autistic disorder,oxytocin receptor,5
3522,Chini B/Autistic disorder,oxytocin receptor,2
3523,Gaiarsa JL/Autistic disorder,oxytocin receptor,2
3524,Muscatelli F/Autistic disorder,oxytocin receptor,2
3525,Bertoni A/Autistic disorder,somatostatin,2
3526,Schaller F/Autistic disorder,somatostatin,2
3527,Tyzio R/Autistic disorder,somatostatin,2
3528,Gaillard S/Autistic disorder,somatostatin,2
3529,Santini F/Autistic disorder,somatostatin,2
3530,Xolin M/Autistic disorder,somatostatin,2
3531,Diabira D/Autistic disorder,somatostatin,2
3532,Vaidyanathan R/Autistic disorder,somatostatin,2
3533,Matarazzo V/Autistic disorder,somatostatin,2
3534,Medina I/Autistic disorder,somatostatin,2
3535,Hammock E/Autistic disorder,somatostatin,2
3536,Zhang J/Autistic disorder,somatostatin,5
3537,Chini B/Autistic disorder,somatostatin,2
3538,Gaiarsa JL/Autistic disorder,somatostatin,2
3539,Muscatelli F/Autistic disorder,somatostatin,2
3540,Zhao H/Autistic disorder,tumor necrosis factor,1
3541,Zhang H/Autistic disorder,tumor necrosis factor,3
3542,Liu S/Autistic disorder,tumor necrosis factor,3
3543,Luo W/Autistic disorder,tumor necrosis factor,1
3544,Jiang Y/Autistic disorder,tumor necrosis factor,1
3545,Gao J/Autistic disorder,tumor necrosis factor,1
3546,Lai ESK/Autistic disorder,neuroligin 3,1
3547,Nakayama H/Autistic disorder,neuroligin 3,1
3548,Miyazaki T/Autistic disorder,neuroligin 3,1
3549,Nakazawa T/Autistic disorder,neuroligin 3,1
3550,Tabuchi K/Autistic disorder,neuroligin 3,1
3551,Hashimoto K/Autistic disorder,neuroligin 3,1
3552,Watanabe M/Autistic disorder,neuroligin 3,1
3553,Kano M/Autistic disorder,neuroligin 3,1
3554,Scott SR/Developmental disorder of mental health,leptin,3
3555,Millwood SN/Developmental disorder of mental health,leptin,3
3556,Manczak EM/Developmental disorder of mental health,leptin,3
3557,Scott SR/Developmental disorder of mental health,resistin,3
3558,Millwood SN/Developmental disorder of mental health,resistin,3
3559,Manczak EM/Developmental disorder of mental health,resistin,3
3560,Scott SR/Developmental disorder of mental health,apelin,3
3561,Millwood SN/Developmental disorder of mental health,apelin,3
3562,Manczak EM/Developmental disorder of mental health,apelin,3
3563,Scruggs BA/Developmental disorder of mental health,Coats disease,1
3564,Reding MQ/Developmental disorder of mental health,Coats disease,1
3565,Schimmenti LA/Developmental disorder of mental health,Coats disease,1
3566,Newbury JB/Developmental disorder of mental health,C-reactive protein,2
3567,Arseneault L/Developmental disorder of mental health,C-reactive protein,4
3568,Moffitt TE/Developmental disorder of mental health,C-reactive protein,4
3569,Odgers CL/Developmental disorder of mental health,C-reactive protein,2
3570,Howe LD/Developmental disorder of mental health,C-reactive protein,2
3571,Bakolis I/Developmental disorder of mental health,C-reactive protein,2
3572,Reuben A/Developmental disorder of mental health,C-reactive protein,2
3573,Danese A/Developmental disorder of mental health,C-reactive protein,3
3574,Sugden K/Developmental disorder of mental health,C-reactive protein,2
3575,Williams B/Developmental disorder of mental health,C-reactive protein,2
3576,Rasmussen LJH/Developmental disorder of mental health,C-reactive protein,4
3577,Trotta A/Developmental disorder of mental health,C-reactive protein,2
3578,Ambler AP/Developmental disorder of mental health,C-reactive protein,2
3579,Fisher HL/Developmental disorder of mental health,C-reactive protein,5
3580,Newbury JB/Developmental disorder of mental health,plasminogen,2
3581,Arseneault L/Developmental disorder of mental health,plasminogen,4
3582,Moffitt TE/Developmental disorder of mental health,plasminogen,4
3583,Odgers CL/Developmental disorder of mental health,plasminogen,2
3584,Howe LD/Developmental disorder of mental health,plasminogen,2
3585,Bakolis I/Developmental disorder of mental health,plasminogen,2
3586,Reuben A/Developmental disorder of mental health,plasminogen,2
3587,Danese A/Developmental disorder of mental health,plasminogen,3
3588,Sugden K/Developmental disorder of mental health,plasminogen,2
3589,Williams B/Developmental disorder of mental health,plasminogen,2
3590,Rasmussen LJH/Developmental disorder of mental health,plasminogen,4
3591,Trotta A/Developmental disorder of mental health,plasminogen,2
3592,Ambler AP/Developmental disorder of mental health,plasminogen,2
3593,Fisher HL/Developmental disorder of mental health,plasminogen,5
3594,Mulik C/Developmental disorder of mental health,glycine amidinotransferase,1
3595,Mercimek-Andrews S/Developmental disorder of mental health,glycine amidinotransferase,1
3596,Palmos AB/Developmental disorder of mental health,C-reactive protein,2
3597,Hubel C/Developmental disorder of mental health,C-reactive protein,2
3598,Lim KX/Developmental disorder of mental health,C-reactive protein,1
3599,Hunjan AK/Developmental disorder of mental health,C-reactive protein,1
3600,Coleman JRI/Developmental disorder of mental health,C-reactive protein,3
3601,Breen G/Developmental disorder of mental health,C-reactive protein,12
3602,Xie XH/Developmental disorder of mental health,tumor necrosis factor,1
3603,Lai WT/Developmental disorder of mental health,tumor necrosis factor,1
3604,Xu SX/Developmental disorder of mental health,tumor necrosis factor,1
3605,Di Forti M/Developmental disorder of mental health,tumor necrosis factor,1
3606,Zhang JY/Developmental disorder of mental health,tumor necrosis factor,1
3607,Chen MM/Developmental disorder of mental health,tumor necrosis factor,1
3608,Yao LH/Developmental disorder of mental health,tumor necrosis factor,1
3609,Wang P/Developmental disorder of mental health,tumor necrosis factor,1
3610,Hao KK/Developmental disorder of mental health,tumor necrosis factor,1
3611,Rong H/Developmental disorder of mental health,tumor necrosis factor,1
3612,Wang J/Developmental disorder of mental health,prolactin,7
3613,Qing Y/Developmental disorder of mental health,prolactin,2
3614,Liang J/Developmental disorder of mental health,prolactin,1
3615,Cui G/Developmental disorder of mental health,prolactin,2
3616,Wang Q/Developmental disorder of mental health,prolactin,1
3617,Zhang J/Developmental disorder of mental health,prolactin,4
3618,Yang X/Developmental disorder of mental health,prolactin,5
3619,Li M/Developmental disorder of mental health,prolactin,2
3620,Wang D/Developmental disorder of mental health,prolactin,2
3621,Fan Z/Developmental disorder of mental health,prolactin,1
3622,Chu K/Developmental disorder of mental health,prolactin,1
3623,Ke X/Developmental disorder of mental health,prolactin,1
3624,Wan C/Developmental disorder of mental health,prolactin,2
3625,Althammer F/Developmental disorder of mental health,oxytocin receptor,2
3626,Wimmer MC/Developmental disorder of mental health,oxytocin receptor,2
3627,Krabichler Q/Developmental disorder of mental health,oxytocin receptor,2
3628,Kuppers S/Developmental disorder of mental health,oxytocin receptor,2
3629,Schimmer J/Developmental disorder of mental health,oxytocin receptor,2
3630,Frohlich H/Developmental disorder of mental health,oxytocin receptor,2
3631,Dotsch L/Developmental disorder of mental health,oxytocin receptor,2
3632,Gruber T/Developmental disorder of mental health,oxytocin receptor,2
3633,Wunsch S/Developmental disorder of mental health,oxytocin receptor,2
3634,Schubert T/Developmental disorder of mental health,oxytocin receptor,2
3635,Kirchner MK/Developmental disorder of mental health,oxytocin receptor,2
3636,Stern JE/Developmental disorder of mental health,oxytocin receptor,2
3637,Charlet A/Developmental disorder of mental health,oxytocin receptor,2
3638,Grinevich V/Developmental disorder of mental health,oxytocin receptor,2
3639,Schaaf CP/Developmental disorder of mental health,oxytocin receptor,2
3640,Althammer F/Developmental disorder of mental health,glial fibrillary acidic protein,2
3641,Wimmer MC/Developmental disorder of mental health,glial fibrillary acidic protein,2
3642,Krabichler Q/Developmental disorder of mental health,glial fibrillary acidic protein,2
3643,Kuppers S/Developmental disorder of mental health,glial fibrillary acidic protein,2
3644,Schimmer J/Developmental disorder of mental health,glial fibrillary acidic protein,2
3645,Frohlich H/Developmental disorder of mental health,glial fibrillary acidic protein,2
3646,Dotsch L/Developmental disorder of mental health,glial fibrillary acidic protein,2
3647,Gruber T/Developmental disorder of mental health,glial fibrillary acidic protein,2
3648,Wunsch S/Developmental disorder of mental health,glial fibrillary acidic protein,2
3649,Schubert T/Developmental disorder of mental health,glial fibrillary acidic protein,2
3650,Kirchner MK/Developmental disorder of mental health,glial fibrillary acidic protein,2
3651,Stern JE/Developmental disorder of mental health,glial fibrillary acidic protein,2
3652,Charlet A/Developmental disorder of mental health,glial fibrillary acidic protein,2
3653,Grinevich V/Developmental disorder of mental health,glial fibrillary acidic protein,2
3654,Schaaf CP/Developmental disorder of mental health,glial fibrillary acidic protein,2
3655,Iskandar K/Developmental disorder of mental health,dystrophin,1
3656,Triono A/Developmental disorder of mental health,dystrophin,1
3657,Sunartini/Developmental disorder of mental health,dystrophin,1
3658,Dwianingsih EK/Developmental disorder of mental health,dystrophin,1
3659,Indraswari BW/Developmental disorder of mental health,dystrophin,1
3660,Kirana IR/Developmental disorder of mental health,dystrophin,1
3661,Ivana G/Developmental disorder of mental health,dystrophin,1
3662,Sutomo R/Developmental disorder of mental health,dystrophin,1
3663,Patria SY/Developmental disorder of mental health,dystrophin,1
3664,Herini ES/Developmental disorder of mental health,dystrophin,1
3665,Gunadi/Developmental disorder of mental health,dystrophin,1
3666,Svirin E/Developmental disorder of mental health,insulin receptor,1
3667,de Munter J/Developmental disorder of mental health,insulin receptor,1
3668,Umriukhin A/Developmental disorder of mental health,insulin receptor,1
3669,Sheveleva E/Developmental disorder of mental health,insulin receptor,1
3670,Kalueff AV/Developmental disorder of mental health,insulin receptor,1
3671,Svistunov A/Developmental disorder of mental health,insulin receptor,1
3672,Morozov S/Developmental disorder of mental health,insulin receptor,1
3673,Walitza S/Developmental disorder of mental health,insulin receptor,1
3674,Strekalova T/Developmental disorder of mental health,insulin receptor,1
3675,Sun Y/Developmental disorder of mental health,tumor necrosis factor,1
3676,Jia T/Developmental disorder of mental health,tumor necrosis factor,1
3677,Barker ED/Developmental disorder of mental health,tumor necrosis factor,1
3678,Chen D/Developmental disorder of mental health,tumor necrosis factor,2
3679,Zhang Z/Developmental disorder of mental health,tumor necrosis factor,5
3680,Xu J/Developmental disorder of mental health,tumor necrosis factor,2
3681,Chang S/Developmental disorder of mental health,tumor necrosis factor,1
3682,Zhou G/Developmental disorder of mental health,tumor necrosis factor,1
3683,Liu Y/Developmental disorder of mental health,tumor necrosis factor,1
3684,Tay N/Developmental disorder of mental health,tumor necrosis factor,1
3685,Luo Q/Developmental disorder of mental health,tumor necrosis factor,1
3686,Chang X/Developmental disorder of mental health,tumor necrosis factor,1
3687,Banaschewski T/Developmental disorder of mental health,tumor necrosis factor,1
3688,Bokde ALW/Developmental disorder of mental health,tumor necrosis factor,1
3689,Flor H/Developmental disorder of mental health,tumor necrosis factor,1
3690,Grigis A/Developmental disorder of mental health,tumor necrosis factor,1
3691,Garavan H/Developmental disorder of mental health,tumor necrosis factor,1
3692,Heinz A/Developmental disorder of mental health,tumor necrosis factor,1
3693,Martinot JL/Developmental disorder of mental health,tumor necrosis factor,1
3694,Paillere Martinot ML/Developmental disorder of mental health,tumor necrosis factor,1
3695,Artiges E/Developmental disorder of mental health,tumor necrosis factor,1
3696,Nees F/Developmental disorder of mental health,tumor necrosis factor,1
3697,Orfanos DP/Developmental disorder of mental health,tumor necrosis factor,1
3698,Paus T/Developmental disorder of mental health,tumor necrosis factor,1
3699,Poustka L/Developmental disorder of mental health,tumor necrosis factor,1
3700,Hohmann S/Developmental disorder of mental health,tumor necrosis factor,1
3701,Millenet S/Developmental disorder of mental health,tumor necrosis factor,1
3702,Frohner JH/Developmental disorder of mental health,tumor necrosis factor,1
3703,Smolka MN/Developmental disorder of mental health,tumor necrosis factor,1
3704,Walter H/Developmental disorder of mental health,tumor necrosis factor,1
3705,Whelan R/Developmental disorder of mental health,tumor necrosis factor,1
3706,Lu L/Developmental disorder of mental health,tumor necrosis factor,6
3707,Shi J/Developmental disorder of mental health,tumor necrosis factor,3
3708,Schumann G/Developmental disorder of mental health,tumor necrosis factor,1
3709,Desrivieres S/Developmental disorder of mental health,tumor necrosis factor,1
3710,Atherton M/Developmental disorder of mental health,biotinidase,1
3711,Hart AR/Developmental disorder of mental health,biotinidase,1
3712,Kutna V/Developmental disorder of mental health,synaptophysin,1
3713,O'Leary VB/Developmental disorder of mental health,synaptophysin,1
3714,Hoschl C/Developmental disorder of mental health,synaptophysin,1
3715,Ovsepian SV/Developmental disorder of mental health,synaptophysin,1
3716,Kant T/Developmental disorder of mental health,catechol-O-methyltransferase,2
3717,Koyama E/Developmental disorder of mental health,catechol-O-methyltransferase,2
3718,Zai CC/Developmental disorder of mental health,catechol-O-methyltransferase,2
3719,Beitchman JH/Developmental disorder of mental health,catechol-O-methyltransferase,2
3720,Kennedy JL/Developmental disorder of mental health,catechol-O-methyltransferase,4
3721,AU não encontrado/Developmental disorder of mental health,catechol-O-methyltransferase,1
3722,Noori T/Developmental disorder of mental health,insulin,1
3723,Sahebgharani M/Developmental disorder of mental health,insulin,1
3724,Sureda A/Developmental disorder of mental health,insulin,1
3725,Sobarzo-Sanchez E/Developmental disorder of mental health,insulin,1
3726,Fakhri S/Developmental disorder of mental health,insulin,1
3727,Shirooie S/Developmental disorder of mental health,insulin,1
3728,Kant T/Developmental disorder of mental health,monoamine oxidase A,2
3729,Koyama E/Developmental disorder of mental health,monoamine oxidase A,2
3730,Zai CC/Developmental disorder of mental health,monoamine oxidase A,2
3731,Beitchman JH/Developmental disorder of mental health,monoamine oxidase A,2
3732,Kennedy JL/Developmental disorder of mental health,monoamine oxidase A,4
3733,Latham RM/Developmental disorder of mental health,C-reactive protein,2
3734,Kieling C/Developmental disorder of mental health,C-reactive protein,4
3735,Arseneault L/Developmental disorder of mental health,C-reactive protein,4
3736,Kohrt BA/Developmental disorder of mental health,C-reactive protein,2
3737,Moffitt TE/Developmental disorder of mental health,C-reactive protein,4
3738,Rasmussen LJH/Developmental disorder of mental health,C-reactive protein,4
3739,Rocha TB/Developmental disorder of mental health,C-reactive protein,2
3740,Mondelli V/Developmental disorder of mental health,C-reactive protein,2
3741,Fisher HL/Developmental disorder of mental health,C-reactive protein,5
3742,Latham RM/Developmental disorder of mental health,plasminogen,2
3743,Kieling C/Developmental disorder of mental health,plasminogen,4
3744,Arseneault L/Developmental disorder of mental health,plasminogen,4
3745,Kohrt BA/Developmental disorder of mental health,plasminogen,2
3746,Moffitt TE/Developmental disorder of mental health,plasminogen,4
3747,Rasmussen LJH/Developmental disorder of mental health,plasminogen,4
3748,Rocha TB/Developmental disorder of mental health,plasminogen,2
3749,Mondelli V/Developmental disorder of mental health,plasminogen,2
3750,Fisher HL/Developmental disorder of mental health,plasminogen,5
3751,Ali A/Developmental disorder of mental health,renin,1
3752,Alexander S/Developmental disorder of mental health,renin,1
3753,Ko P/Developmental disorder of mental health,renin,1
3754,Cuffe JSM/Developmental disorder of mental health,renin,1
3755,Whitehouse AJO/Developmental disorder of mental health,renin,1
3756,McGrath JJ/Developmental disorder of mental health,renin,1
3757,Eyles D/Developmental disorder of mental health,renin,1
3758,Zhou B/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,1
3759,Zhang C/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,3
3760,Zheng L/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,1
3761,Wang Z/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,2
3762,Chen X/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,3
3763,Feng X/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,1
3764,Zhang Q/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,1
3765,Hao S/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,1
3766,Wei L/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,1
3767,Gu W/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,1
3768,Hui L/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 2,2
3769,Mallien AS/Developmental disorder of mental health,parvalbumin,1
3770,Pfeiffer N/Developmental disorder of mental health,parvalbumin,1
3771,Vogt MA/Developmental disorder of mental health,parvalbumin,1
3772,Chourbaji S/Developmental disorder of mental health,parvalbumin,1
3773,Sprengel R/Developmental disorder of mental health,parvalbumin,1
3774,Gass P/Developmental disorder of mental health,parvalbumin,3
