id,author/disease,gene,article_count
51,Adolfsson AN/Developmental disorder of mental health,insulin,1
5998,Nwulia EA/Developmental disorder of mental health,insulin,1
6007,O'Donovan C/Developmental disorder of mental health,insulin,1
4853,Loohuis LMO/Developmental disorder of mental health,insulin,1
6116,Ori APS/Developmental disorder of mental health,insulin,1
6132,Oruc L/Developmental disorder of mental health,insulin,1
6137,Osby U/Developmental disorder of mental health,insulin,1
6416,Perlis RH/Developmental disorder of mental health,insulin,1
6429,Perry A/Developmental disorder of mental health,insulin,1
6467,Pfennig A/Developmental disorder of mental health,insulin,1
6587,Potash JB/Developmental disorder of mental health,insulin,1
6658,Purcell SM/Developmental disorder of mental health,insulin,1
6830,Regeer EJ/Developmental disorder of mental health,insulin,1
6839,Reif A/Developmental disorder of mental health,insulin,1
6846,Reinbold CS/Developmental disorder of mental health,insulin,1
6902,Rice JP/Developmental disorder of mental health,insulin,2
6943,Rivas F/Developmental disorder of mental health,insulin,1
6944,Rivera M/Developmental disorder of mental health,insulin,3
7064,Roussos P/Developmental disorder of mental health,insulin,1
7086,Ruderfer DM/Developmental disorder of mental health,insulin,1
7121,Ryu E/Developmental disorder of mental health,insulin,1
7217,Sanchez-Mora C/Developmental disorder of mental health,insulin,2
7320,Schatzberg AF/Developmental disorder of mental health,insulin,1
7324,Scheftner WA/Developmental disorder of mental health,insulin,1
7381,Schork NJ/Developmental disorder of mental health,insulin,1
7524,Shannon Weickert C/Developmental disorder of mental health,insulin,1
7555,Shehktman T/Developmental disorder of mental health,insulin,1
7607,Shilling PD/Developmental disorder of mental health,insulin,1
7663,Sigurdsson E/Developmental disorder of mental health,insulin,1
7746,Slaney C/Developmental disorder of mental health,insulin,1
7756,Smeland OB/Developmental disorder of mental health,insulin,1
7788,Sobell JL/Developmental disorder of mental health,insulin,1
7795,Soholm Hansen C/Developmental disorder of mental health,insulin,1
7865,Spijker AT/Developmental disorder of mental health,insulin,1
7884,St Clair D/Developmental disorder of mental health,insulin,1
7907,Steffens M/Developmental disorder of mental health,insulin,1
7961,Strauss JS/Developmental disorder of mental health,insulin,1
7967,Streit F/Developmental disorder of mental health,insulin,3
7970,Strohmaier J/Developmental disorder of mental health,insulin,3
8082,Szelinger S/Developmental disorder of mental health,insulin,1
8251,Thompson RC/Developmental disorder of mental health,insulin,1
8255,Thorgeirsson TE/Developmental disorder of mental health,insulin,1
8378,Treutlein J/Developmental disorder of mental health,insulin,1
8568,Vedder H/Developmental disorder of mental health,insulin,1
8754,Wang W/Developmental disorder of mental health,insulin,1
8787,Watson SJ/Developmental disorder of mental health,insulin,1
8816,Weickert TW/Developmental disorder of mental health,insulin,1
8944,Witt SH/Developmental disorder of mental health,insulin,2
9011,Xi S/Developmental disorder of mental health,insulin,1
9062,Xu W/Developmental disorder of mental health,insulin,1
9230,Young AH/Developmental disorder of mental health,insulin,2
9290,Zandi P/Developmental disorder of mental health,insulin,1
9346,Zhang P/Developmental disorder of mental health,insulin,1
9447,Zollner S/Developmental disorder of mental health,insulin,1
52,Adolfsson R/Developmental disorder of mental health,insulin,1
55,Agartz I/Developmental disorder of mental health,insulin,1
145,Alda M/Developmental disorder of mental health,insulin,2
453,Backlund L/Developmental disorder of mental health,insulin,1
614,Baune BT/Developmental disorder of mental health,insulin,5
657,Bellivier F/Developmental disorder of mental health,insulin,1
718,Berrettini WH/Developmental disorder of mental health,insulin,1
769,Biernacka JM/Developmental disorder of mental health,insulin,2
803,Blackwood DHR/Developmental disorder of mental health,insulin,1
827,Boehnke M/Developmental disorder of mental health,insulin,1
865,Borglum AD/Developmental disorder of mental health,insulin,1
1575,Corvin A/Developmental disorder of mental health,insulin,1
1591,Craddock N/Developmental disorder of mental health,insulin,3
1697,Daly MJ/Developmental disorder of mental health,insulin,1
1709,Dannlowski U/Developmental disorder of mental health,insulin,2
2185,Esko T/Developmental disorder of mental health,insulin,1
2201,Etain B/Developmental disorder of mental health,insulin,1
2531,Frye M/Developmental disorder of mental health,insulin,1
2559,Fullerton JM/Developmental disorder of mental health,insulin,1
2711,Gershon ES/Developmental disorder of mental health,insulin,1
2760,Gill M/Developmental disorder of mental health,insulin,1
2815,Goes F/Developmental disorder of mental health,insulin,1
2946,Grigoroiu-Serbanescu M/Developmental disorder of mental health,insulin,1
3214,Hauser J/Developmental disorder of mental health,insulin,4
3435,Hougaard DM/Developmental disorder of mental health,insulin,1
3518,Hultman CM/Developmental disorder of mental health,insulin,1
3815,Jones I/Developmental disorder of mental health,insulin,2
3818,Jones LA/Developmental disorder of mental health,insulin,1
3870,Kahn RS/Developmental disorder of mental health,insulin,1
4132,Kirov G/Developmental disorder of mental health,insulin,2
4487,Landen M/Developmental disorder of mental health,insulin,1
4557,Leboyer M/Developmental disorder of mental health,insulin,1
4668,Lewis CM/Developmental disorder of mental health,insulin,6
4696,Li QS/Developmental disorder of mental health,insulin,1
4792,Lissowska J/Developmental disorder of mental health,insulin,1
5149,Martin NG/Developmental disorder of mental health,insulin,1
5252,Mayoral F/Developmental disorder of mental health,insulin,1
5291,McElroy SL/Developmental disorder of mental health,insulin,2
5304,McIntosh AM/Developmental disorder of mental health,insulin,1
5323,McMahon FJ/Developmental disorder of mental health,insulin,1
5375,Melle I/Developmental disorder of mental health,insulin,1
5435,Metspalu A/Developmental disorder of mental health,insulin,1
5529,Mitchell PB/Developmental disorder of mental health,insulin,1
5651,Morken G/Developmental disorder of mental health,insulin,1
5667,Mors O/Developmental disorder of mental health,insulin,5
5668,Mortensen PB/Developmental disorder of mental health,insulin,3
5716,Muller-Myhsok B/Developmental disorder of mental health,insulin,1
5774,Myers RM/Developmental disorder of mental health,insulin,1
5858,Neale BM/Developmental disorder of mental health,insulin,2
5932,Nimgaonkar V/Developmental disorder of mental health,insulin,2
5973,Nordentoft M/Developmental disorder of mental health,insulin,1
5979,Nothen MM/Developmental disorder of mental health,insulin,2
6008,O'Donovan MC/Developmental disorder of mental health,insulin,2
6036,Oedegaard KJ/Developmental disorder of mental health,insulin,1
6165,Owen MJ/Developmental disorder of mental health,insulin,2
6192,Paciga SA/Developmental disorder of mental health,insulin,1
6328,Pato C/Developmental disorder of mental health,insulin,1
6329,Pato MT/Developmental disorder of mental health,insulin,1
6584,Posthuma D/Developmental disorder of mental health,insulin,1
6766,Ramos-Quiroga JA/Developmental disorder of mental health,insulin,1
6896,Ribases M/Developmental disorder of mental health,insulin,2
6918,Rietschel M/Developmental disorder of mental health,insulin,8
7061,Rouleau GA/Developmental disorder of mental health,insulin,1
7317,Schalling M/Developmental disorder of mental health,insulin,1
7372,Schofield PR/Developmental disorder of mental health,insulin,1
7403,Schulze TG/Developmental disorder of mental health,insulin,1
7496,Serretti A/Developmental disorder of mental health,insulin,2
7781,Smoller JW/Developmental disorder of mental health,insulin,1
7905,Stefansson H/Developmental disorder of mental health,insulin,1
7906,Stefansson K/Developmental disorder of mental health,insulin,2
7952,Stordal E/Developmental disorder of mental health,insulin,1
8014,Sullivan PF/Developmental disorder of mental health,insulin,2
8445,Turecki G/Developmental disorder of mental health,insulin,1
8506,Vaaler AE/Developmental disorder of mental health,insulin,1
8624,Vieta E/Developmental disorder of mental health,insulin,1
8634,Vincent JB/Developmental disorder of mental health,insulin,3
8850,Werge T/Developmental disorder of mental health,insulin,2
5995,Nurnberger JI/Developmental disorder of mental health,insulin,1
8967,Wray NR/Developmental disorder of mental health,insulin,3
1885,Di Florio A/Developmental disorder of mental health,insulin,1
2081,Edenberg HJ/Developmental disorder of mental health,insulin,1
1456,Cichon S/Developmental disorder of mental health,insulin,1
6109,Ophoff RA/Developmental disorder of mental health,insulin,1
7427,Scott LJ/Developmental disorder of mental health,insulin,1
270,Andreassen OA/Developmental disorder of mental health,insulin,2
4024,Kelsoe J/Developmental disorder of mental health,insulin,1
7738,Sklar P/Developmental disorder of mental health,insulin,1
7755,Smeeth DM/Developmental disorder of mental health,prolactin,1
1926,Dima D/Developmental disorder of mental health,prolactin,2
3817,Jones L/Developmental disorder of mental health,prolactin,1
3815,Jones I/Developmental disorder of mental health,prolactin,2
1591,Craddock N/Developmental disorder of mental health,prolactin,3
6165,Owen MJ/Developmental disorder of mental health,prolactin,2
6918,Rietschel M/Developmental disorder of mental health,prolactin,8
5011,Maier W/Developmental disorder of mental health,prolactin,5
4270,Korszun A/Developmental disorder of mental health,prolactin,2
6902,Rice JP/Developmental disorder of mental health,prolactin,2
5667,Mors O/Developmental disorder of mental health,prolactin,5
6612,Preisig M/Developmental disorder of mental health,prolactin,3
8475,Uher R/Developmental disorder of mental health,prolactin,6
4668,Lewis CM/Developmental disorder of mental health,prolactin,6
8263,Thuret S/Developmental disorder of mental health,prolactin,2
6597,Powell TR/Developmental disorder of mental health,prolactin,4
6583,Posset R/Developmental disorder of mental health,argininosuccinate lyase,1
2959,Gropman AL/Developmental disorder of mental health,argininosuccinate lyase,1
5788,Nagamani SCS/Developmental disorder of mental health,argininosuccinate lyase,1
1065,Burrage LC/Developmental disorder of mental health,argininosuccinate lyase,1
635,Bedoyan JK/Developmental disorder of mental health,argininosuccinate lyase,1
8958,Wong D/Developmental disorder of mental health,argininosuccinate lyase,1
721,Berry GT/Developmental disorder of mental health,argininosuccinate lyase,1
613,Baumgartner MR/Developmental disorder of mental health,argininosuccinate lyase,1
9264,Yudkoff M/Developmental disorder of mental health,argininosuccinate lyase,1
9430,Zielonka M/Developmental disorder of mental health,argininosuccinate lyase,1
3370,Hoffmann GF/Developmental disorder of mental health,argininosuccinate lyase,1
1054,Burgard P/Developmental disorder of mental health,argininosuccinate lyase,1
7402,Schulze A/Developmental disorder of mental health,argininosuccinate lyase,1
5272,McCandless SE/Developmental disorder of mental health,argininosuccinate lyase,1
2637,Garcia-Cazorla A/Developmental disorder of mental health,argininosuccinate lyase,1
7467,Seminara J/Developmental disorder of mental health,argininosuccinate lyase,1
2627,Garbade SF/Developmental disorder of mental health,argininosuccinate lyase,1
4231,Kolker S/Developmental disorder of mental health,argininosuccinate lyase,1
3526,Hussain AA/Developmental disorder of mental health,apolipoprotein B,1
3499,Hubel C/Developmental disorder of mental health,apolipoprotein B,2
3331,Hindborg M/Developmental disorder of mental health,apolipoprotein B,1
4772,Lindkvist E/Developmental disorder of mental health,apolipoprotein B,1
3969,Kastrup AM/Developmental disorder of mental health,apolipoprotein B,1
9190,Yilmaz Z/Developmental disorder of mental health,apolipoprotein B,2
7955,Stoving RK/Developmental disorder of mental health,apolipoprotein B,1
1043,Bulik CM/Developmental disorder of mental health,apolipoprotein B,2
7726,Sjogren JM/Developmental disorder of mental health,apolipoprotein B,1
3650,Iwama K/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5546,Mizuguchi T/Developmental disorder of mental health,methyl-CpG binding protein 2,2
8125,Takeshita E/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5802,Nakagawa E/Developmental disorder of mental health,methyl-CpG binding protein 2,2
6072,Okazaki T/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5968,Nomura Y/Developmental disorder of mental health,methyl-CpG binding protein 2,2
3566,Iijima Y/Developmental disorder of mental health,methyl-CpG binding protein 2,2
3874,Kajiura I/Developmental disorder of mental health,methyl-CpG binding protein 2,2
7998,Sugai K/Developmental disorder of mental health,methyl-CpG binding protein 2,2
7166,Saito T/Developmental disorder of mental health,methyl-CpG binding protein 2,2
7277,Sasaki M/Developmental disorder of mental health,methyl-CpG binding protein 2,2
9265,Yuge K/Developmental disorder of mental health,methyl-CpG binding protein 2,2
7158,Saikusa T/Developmental disorder of mental health,methyl-CpG binding protein 2,2
6067,Okamoto N/Developmental disorder of mental health,methyl-CpG binding protein 2,3
8114,Takahashi S/Developmental disorder of mental health,methyl-CpG binding protein 2,2
225,Amamoto M/Developmental disorder of mental health,methyl-CpG binding protein 2,2
8317,Tomita I/Developmental disorder of mental health,methyl-CpG binding protein 2,2
4374,Kumada S/Developmental disorder of mental health,methyl-CpG binding protein 2,2
311,Anzai Y/Developmental disorder of mental health,methyl-CpG binding protein 2,2
3424,Hoshino K/Developmental disorder of mental health,methyl-CpG binding protein 2,2
2293,Fattal-Valevski A/Developmental disorder of mental health,methyl-CpG binding protein 2,2
7622,Shiroma N/Developmental disorder of mental health,methyl-CpG binding protein 2,2
6052,Ohfu M/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5654,Moroto M/Developmental disorder of mental health,methyl-CpG binding protein 2,2
8160,Tanda K/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5804,Nakagawa T/Developmental disorder of mental health,methyl-CpG binding protein 2,2
7178,Sakakibara T/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5777,Nabatame S/Developmental disorder of mental health,methyl-CpG binding protein 2,3
5226,Matsuo M/Developmental disorder of mental health,methyl-CpG binding protein 2,2
9091,Yamamoto A/Developmental disorder of mental health,methyl-CpG binding protein 2,2
9267,Yukishita S/Developmental disorder of mental health,methyl-CpG binding protein 2,2
3598,Inoue K/Developmental disorder of mental health,methyl-CpG binding protein 2,2
8694,Waga C/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5807,Nakamura Y/Developmental disorder of mental health,methyl-CpG binding protein 2,2
8780,Watanabe S/Developmental disorder of mental health,methyl-CpG binding protein 2,2
6051,Ohba C/Developmental disorder of mental health,methyl-CpG binding protein 2,2
7477,Sengoku T/Developmental disorder of mental health,methyl-CpG binding protein 2,2
2551,Fujita A/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5532,Mitsuhashi S/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5538,Miyatake S/Developmental disorder of mental health,methyl-CpG binding protein 2,2
8121,Takata A/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5535,Miyake N/Developmental disorder of mental health,methyl-CpG binding protein 2,2
6039,Ogata K/Developmental disorder of mental health,methyl-CpG binding protein 2,2
3635,Ito S/Developmental disorder of mental health,methyl-CpG binding protein 2,2
7168,Saitsu H/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5221,Matsuishi T/Developmental disorder of mental health,methyl-CpG binding protein 2,2
2886,Goto YI/Developmental disorder of mental health,methyl-CpG binding protein 2,2
5224,Matsumoto N/Developmental disorder of mental health,methyl-CpG binding protein 2,2
3650,Iwama K/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5546,Mizuguchi T/Developmental disorder of mental health,nuclear receptor corepressor 2,2
8125,Takeshita E/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5802,Nakagawa E/Developmental disorder of mental health,nuclear receptor corepressor 2,2
6072,Okazaki T/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5968,Nomura Y/Developmental disorder of mental health,nuclear receptor corepressor 2,2
3566,Iijima Y/Developmental disorder of mental health,nuclear receptor corepressor 2,2
3874,Kajiura I/Developmental disorder of mental health,nuclear receptor corepressor 2,2
7998,Sugai K/Developmental disorder of mental health,nuclear receptor corepressor 2,2
7166,Saito T/Developmental disorder of mental health,nuclear receptor corepressor 2,2
7277,Sasaki M/Developmental disorder of mental health,nuclear receptor corepressor 2,2
9265,Yuge K/Developmental disorder of mental health,nuclear receptor corepressor 2,2
7158,Saikusa T/Developmental disorder of mental health,nuclear receptor corepressor 2,2
6067,Okamoto N/Developmental disorder of mental health,nuclear receptor corepressor 2,3
8114,Takahashi S/Developmental disorder of mental health,nuclear receptor corepressor 2,2
225,Amamoto M/Developmental disorder of mental health,nuclear receptor corepressor 2,2
8317,Tomita I/Developmental disorder of mental health,nuclear receptor corepressor 2,2
4374,Kumada S/Developmental disorder of mental health,nuclear receptor corepressor 2,2
311,Anzai Y/Developmental disorder of mental health,nuclear receptor corepressor 2,2
3424,Hoshino K/Developmental disorder of mental health,nuclear receptor corepressor 2,2
2293,Fattal-Valevski A/Developmental disorder of mental health,nuclear receptor corepressor 2,2
7622,Shiroma N/Developmental disorder of mental health,nuclear receptor corepressor 2,2
6052,Ohfu M/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5654,Moroto M/Developmental disorder of mental health,nuclear receptor corepressor 2,2
8160,Tanda K/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5804,Nakagawa T/Developmental disorder of mental health,nuclear receptor corepressor 2,2
7178,Sakakibara T/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5777,Nabatame S/Developmental disorder of mental health,nuclear receptor corepressor 2,3
5226,Matsuo M/Developmental disorder of mental health,nuclear receptor corepressor 2,2
9091,Yamamoto A/Developmental disorder of mental health,nuclear receptor corepressor 2,2
9267,Yukishita S/Developmental disorder of mental health,nuclear receptor corepressor 2,2
3598,Inoue K/Developmental disorder of mental health,nuclear receptor corepressor 2,2
8694,Waga C/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5807,Nakamura Y/Developmental disorder of mental health,nuclear receptor corepressor 2,2
8780,Watanabe S/Developmental disorder of mental health,nuclear receptor corepressor 2,2
6051,Ohba C/Developmental disorder of mental health,nuclear receptor corepressor 2,2
7477,Sengoku T/Developmental disorder of mental health,nuclear receptor corepressor 2,2
2551,Fujita A/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5532,Mitsuhashi S/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5538,Miyatake S/Developmental disorder of mental health,nuclear receptor corepressor 2,2
8121,Takata A/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5535,Miyake N/Developmental disorder of mental health,nuclear receptor corepressor 2,2
6039,Ogata K/Developmental disorder of mental health,nuclear receptor corepressor 2,2
3635,Ito S/Developmental disorder of mental health,nuclear receptor corepressor 2,2
7168,Saitsu H/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5221,Matsuishi T/Developmental disorder of mental health,nuclear receptor corepressor 2,2
2886,Goto YI/Developmental disorder of mental health,nuclear receptor corepressor 2,2
5224,Matsumoto N/Developmental disorder of mental health,nuclear receptor corepressor 2,2
1645,Curto Y/Developmental disorder of mental health,parvalbumin,1
143,Alcaide J/Developmental disorder of mental health,parvalbumin,1
6980,Rockle I/Developmental disorder of mental health,parvalbumin,1
3317,Hildebrandt H/Developmental disorder of mental health,parvalbumin,1
5781,Nacher J/Developmental disorder of mental health,parvalbumin,1
1228,Cavenagh A/Developmental disorder of mental health,steroid sulfatase,1
1298,Chatterjee S/Developmental disorder of mental health,steroid sulfatase,2
1737,Davies W/Developmental disorder of mental health,steroid sulfatase,6
6220,Palmos AB/Developmental disorder of mental health,C-reactive protein,2
8786,Watson S/Developmental disorder of mental health,C-reactive protein,1
3512,Hughes T/Developmental disorder of mental health,C-reactive protein,1
2387,Finkelmeyer A/Developmental disorder of mental health,C-reactive protein,1
5263,McAllister-Williams RH/Developmental disorder of mental health,C-reactive protein,1
2363,Ferrier N/Developmental disorder of mental health,C-reactive protein,1
262,Anderson IM/Developmental disorder of mental health,C-reactive protein,1
5797,Nair R/Developmental disorder of mental health,C-reactive protein,1
9230,Young AH/Developmental disorder of mental health,C-reactive protein,2
7963,Strawbridge R/Developmental disorder of mental health,C-reactive protein,1
1478,Cleare AJ/Developmental disorder of mental health,C-reactive protein,1
1439,Chung R/Developmental disorder of mental health,C-reactive protein,2
2517,Frissa S/Developmental disorder of mental health,C-reactive protein,2
2862,Goodwin L/Developmental disorder of mental health,C-reactive protein,2
3429,Hotopf M/Developmental disorder of mental health,C-reactive protein,4
3204,Hatch SL/Developmental disorder of mental health,C-reactive protein,2
8737,Wang H/Developmental disorder of mental health,C-reactive protein,1
1510,Collier DA/Developmental disorder of mental health,C-reactive protein,2
8263,Thuret S/Developmental disorder of mental health,C-reactive protein,2
938,Breen G/Developmental disorder of mental health,C-reactive protein,12
6597,Powell TR/Developmental disorder of mental health,C-reactive protein,4
8893,Wild J/Developmental disorder of mental health,C-reactive protein,1
2116,El-Salahi S/Developmental disorder of mental health,C-reactive protein,1
8462,Tyson G/Developmental disorder of mental health,C-reactive protein,1
4865,Lorenz H/Developmental disorder of mental health,C-reactive protein,1
6266,Pariante CM/Developmental disorder of mental health,C-reactive protein,5
1702,Danese A/Developmental disorder of mental health,C-reactive protein,3
8414,Tsiachristas A/Developmental disorder of mental health,C-reactive protein,1
8783,Watkins E/Developmental disorder of mental health,C-reactive protein,1
5461,Middleton B/Developmental disorder of mental health,C-reactive protein,1
797,Blaber A/Developmental disorder of mental health,C-reactive protein,1
2094,Ehlers A/Developmental disorder of mental health,C-reactive protein,1
1752,Day F/Developmental disorder of mental health,insulin,1
3938,Karaderi T/Developmental disorder of mental health,insulin,1
3819,Jones MR/Developmental disorder of mental health,insulin,1
5438,Meun C/Developmental disorder of mental health,insulin,1
3240,He C/Developmental disorder of mental health,insulin,1
2011,Drong A/Developmental disorder of mental health,insulin,1
4304,Kraft P/Developmental disorder of mental health,insulin,1
4754,Lin N/Developmental disorder of mental health,insulin,1
3482,Huang H/Developmental disorder of mental health,insulin,2
968,Broer L/Developmental disorder of mental health,insulin,1
4994,Magi R/Developmental disorder of mental health,insulin,1
7297,Saxena R/Developmental disorder of mental health,insulin,1
4464,Laisk T/Developmental disorder of mental health,insulin,1
8495,Urbanek M/Developmental disorder of mental health,insulin,1
3235,Hayes MG/Developmental disorder of mental health,insulin,1
8256,Thorleifsson G/Developmental disorder of mental health,insulin,1
2342,Fernandez-Tajes J/Developmental disorder of mental health,insulin,1
5000,Mahajan A/Developmental disorder of mental health,insulin,1
5719,Mullin BH/Developmental disorder of mental health,insulin,1
7974,Stuckey BGA/Developmental disorder of mental health,insulin,1
7858,Spector TD/Developmental disorder of mental health,insulin,1
8924,Wilson SG/Developmental disorder of mental health,insulin,1
2857,Goodarzi MO/Developmental disorder of mental health,insulin,1
1742,Davis L/Developmental disorder of mental health,insulin,1
6026,Obermayer-Pietsch B/Developmental disorder of mental health,insulin,1
8476,Uitterlinden AG/Developmental disorder of mental health,insulin,1
307,Anttila V/Developmental disorder of mental health,insulin,2
5858,Neale BM/Developmental disorder of mental health,insulin,2
3707,Jarvelin MR/Developmental disorder of mental health,insulin,1
2294,Fauser B/Developmental disorder of mental health,insulin,1
4291,Kowalska I/Developmental disorder of mental health,insulin,1
8645,Visser JA/Developmental disorder of mental health,insulin,1
258,Andersen M/Developmental disorder of mental health,insulin,1
6101,Ong K/Developmental disorder of mental health,insulin,1
7920,Stener-Victorin E/Developmental disorder of mental health,insulin,1
2095,Ehrmann D/Developmental disorder of mental health,insulin,1
4611,Legro RS/Developmental disorder of mental health,insulin,1
7201,Salumets A/Developmental disorder of mental health,insulin,1
5275,McCarthy MI/Developmental disorder of mental health,insulin,1
5648,Morin-Papunen L/Developmental disorder of mental health,insulin,1
8261,Thorsteinsdottir U/Developmental disorder of mental health,insulin,1
7906,Stefansson K/Developmental disorder of mental health,insulin,2
7976,Styrkarsdottir U/Developmental disorder of mental health,insulin,1
6431,Perry JRB/Developmental disorder of mental health,insulin,1
2050,Dunaif A/Developmental disorder of mental health,insulin,1
4528,Laven J/Developmental disorder of mental health,insulin,1
2481,Franks S/Developmental disorder of mental health,insulin,1
4770,Lindgren CM/Developmental disorder of mental health,insulin,1
8833,Welt CK/Developmental disorder of mental health,insulin,1
1693,Dalton B/Developmental disorder of mental health,tumor necrosis factor,1
1127,Campbell IC/Developmental disorder of mental health,tumor necrosis factor,1
1439,Chung R/Developmental disorder of mental health,tumor necrosis factor,2
938,Breen G/Developmental disorder of mental health,tumor necrosis factor,12
7354,Schmidt U/Developmental disorder of mental health,tumor necrosis factor,1
3330,Himmerich H/Developmental disorder of mental health,tumor necrosis factor,1
9406,Zhou R/Developmental disorder of mental health,tumor necrosis factor,1
8734,Wang F/Developmental disorder of mental health,tumor necrosis factor,1
9360,Zhao G/Developmental disorder of mental health,tumor necrosis factor,1
9018,Xia W/Developmental disorder of mental health,tumor necrosis factor,1
6390,Peng D/Developmental disorder of mental health,tumor necrosis factor,1
5090,Mao R/Developmental disorder of mental health,tumor necrosis factor,1
9053,Xu J/Developmental disorder of mental health,tumor necrosis factor,2
8761,Wang Z/Developmental disorder of mental health,tumor necrosis factor,2
3401,Hong W/Developmental disorder of mental health,tumor necrosis factor,1
9331,Zhang C/Developmental disorder of mental health,tumor necrosis factor,3
8759,Wang Y/Developmental disorder of mental health,tumor necrosis factor,7
7981,Su Y/Developmental disorder of mental health,tumor necrosis factor,1
3483,Huang J/Developmental disorder of mental health,tumor necrosis factor,1
9136,Yang T/Developmental disorder of mental health,tumor necrosis factor,1
8740,Wang J/Developmental disorder of mental health,tumor necrosis factor,7
1319,Chen J/Developmental disorder of mental health,tumor necrosis factor,7
6209,Palaniyappan L/Developmental disorder of mental health,tumor necrosis factor,1
2263,Fang Y/Developmental disorder of mental health,tumor necrosis factor,1
1705,Dang R/Developmental disorder of mental health,neuroligin 1,2
6668,Qi J/Developmental disorder of mental health,neuroligin 1,2
4800,Liu A/Developmental disorder of mental health,neuroligin 1,2
6866,Ren Q/Developmental disorder of mental health,neuroligin 1,2
4934,Lv D/Developmental disorder of mental health,neuroligin 1,2
3131,Han L/Developmental disorder of mental health,neuroligin 1,2
9411,Zhou Z/Developmental disorder of mental health,neuroligin 1,2
1143,Cao F/Developmental disorder of mental health,neuroligin 1,2
9033,Xie W/Developmental disorder of mental health,neuroligin 1,5
3754,Jia Z/Developmental disorder of mental health,neuroligin 1,5
1705,Dang R/Developmental disorder of mental health,neuroligin 3,2
6668,Qi J/Developmental disorder of mental health,neuroligin 3,2
4800,Liu A/Developmental disorder of mental health,neuroligin 3,2
6866,Ren Q/Developmental disorder of mental health,neuroligin 3,2
4934,Lv D/Developmental disorder of mental health,neuroligin 3,2
3131,Han L/Developmental disorder of mental health,neuroligin 3,2
9411,Zhou Z/Developmental disorder of mental health,neuroligin 3,2
1143,Cao F/Developmental disorder of mental health,neuroligin 3,2
9033,Xie W/Developmental disorder of mental health,neuroligin 3,5
3754,Jia Z/Developmental disorder of mental health,neuroligin 3,5
6734,Raghavan R/Developmental disorder of mental health,leptin,1
9469,Zuckerman B/Developmental disorder of mental health,leptin,1
3402,Hong X/Developmental disorder of mental health,leptin,1
8735,Wang G/Developmental disorder of mental health,leptin,1
3745,Ji Y/Developmental disorder of mental health,leptin,1
6199,Paige D/Developmental disorder of mental health,leptin,1
1902,DiBari J/Developmental disorder of mental health,leptin,1
9331,Zhang C/Developmental disorder of mental health,leptin,3
2244,Fallin MD/Developmental disorder of mental health,leptin,1
8755,Wang X/Developmental disorder of mental health,leptin,1
3354,Ho NT/Developmental disorder of mental health,Aicardi syndrome,1
4341,Kroner B/Developmental disorder of mental health,Aicardi syndrome,1
2953,Grinspan Z/Developmental disorder of mental health,Aicardi syndrome,1
2565,Fureman B/Developmental disorder of mental health,Aicardi syndrome,1
2286,Farrell K/Developmental disorder of mental health,Aicardi syndrome,1
9339,Zhang J/Developmental disorder of mental health,Aicardi syndrome,4
1030,Buelow J/Developmental disorder of mental health,Aicardi syndrome,1
3307,Hesdorffer DC/Developmental disorder of mental health,Aicardi syndrome,1
9478,Zwicker A/Developmental disorder of mental health,C-reactive protein,1
2219,Fabbri C/Developmental disorder of mental health,C-reactive protein,3
6918,Rietschel M/Developmental disorder of mental health,C-reactive protein,8
3214,Hauser J/Developmental disorder of mental health,C-reactive protein,4
5667,Mors O/Developmental disorder of mental health,C-reactive protein,5
5011,Maier W/Developmental disorder of mental health,C-reactive protein,5
9442,Zobel A/Developmental disorder of mental health,C-reactive protein,2
2279,Farmer A/Developmental disorder of mental health,C-reactive protein,3
94,Aitchison KJ/Developmental disorder of mental health,C-reactive protein,3
5298,McGuffin P/Developmental disorder of mental health,C-reactive protein,5
4668,Lewis CM/Developmental disorder of mental health,C-reactive protein,6
8475,Uher R/Developmental disorder of mental health,C-reactive protein,6
3924,Kano SI/Developmental disorder of mental health,activating transcription factor 4,1
3359,Hodgkinson CA/Developmental disorder of mental health,activating transcription factor 4,1
